Date,Product ID,Store ID,Actual_Demand,Baseline_Forecast,ML_Forecast,Final_Forecast,Forecast_Error
2023-10-05,P0018,S002,405,26.0,409.1221680446889,409.1221680446889,-4.1221680446889195
2023-10-05,P0004,S002,14,33.0,13.42160412031083,13.42160412031083,0.57839587968917
2023-10-05,P0020,S003,391,249.0,391.4497515754071,391.4497515754071,-0.449751575407106
2023-10-05,P0003,S001,152,27.0,152.2604486231979,152.2604486231979,-0.2604486231979024
2023-10-05,P0012,S002,107,5.0,106.40064426002148,106.40064426002148,0.5993557399785203
2023-10-05,P0011,S003,174,50.0,173.83706715994174,173.83706715994174,0.1629328400582608
2023-10-05,P0011,S004,445,55.0,444.72759221816415,444.72759221816415,0.27240778183585235
2023-10-05,P0020,S004,95,20.0,94.22907702796314,94.22907702796314,0.7709229720368569
2023-10-05,P0006,S005,247,127.0,245.40967390034533,245.40967390034533,1.5903260996546749
2023-10-05,P0018,S001,89,148.0,89.21150161161383,89.21150161161383,-0.2115016116138264
2023-10-05,P0003,S002,20,98.0,19.32337341928468,19.32337341928468,0.6766265807153182
2023-10-05,P0008,S002,219,17.0,219.58424117180576,219.58424117180576,-0.5842411718057576
2023-10-05,P0008,S004,69,223.0,69.40112323357489,69.40112323357489,-0.4011232335748929
2023-10-05,P0019,S004,81,409.0,81.45870456416763,81.45870456416763,-0.4587045641676326
2023-10-05,P0018,S005,235,292.0,236.39837240827183,236.39837240827183,-1.3983724082718254
2023-10-05,P0018,S004,308,265.0,307.4204730911189,307.4204730911189,0.579526908881121
2023-10-05,P0007,S002,175,249.0,174.6766981833289,174.6766981833289,0.3233018166710906
2023-10-05,P0009,S002,161,346.0,161.0004416573893,161.0004416573893,-0.00044165738930246334
2023-10-05,P0016,S001,29,7.0,30.29064574916566,30.29064574916566,-1.2906457491656589
2023-10-05,P0008,S005,42,149.0,42.07084119492753,42.07084119492753,-0.0708411949275316
2023-10-05,P0011,S005,63,205.0,63.08495595164603,63.08495595164603,-0.08495595164603031
2023-10-05,P0005,S001,86,30.0,86.25902642363334,86.25902642363334,-0.25902642363334394
2023-10-05,P0002,S001,70,91.0,69.37610712304131,69.37610712304131,0.623892876958692
2023-10-05,P0004,S004,31,4.0,31.071833218617126,31.071833218617126,-0.071833218617126
2023-10-05,P0002,S003,214,258.0,215.13819289353262,215.13819289353262,-1.1381928935326187
2023-10-05,P0006,S003,218,24.0,217.12053165790405,217.12053165790405,0.8794683420959473
2023-10-05,P0010,S005,52,49.0,52.44108162485947,52.44108162485947,-0.44108162485947133
2023-10-05,P0020,S001,198,65.0,198.76482971366397,198.76482971366397,-0.7648297136639712
2023-10-05,P0010,S002,1,61.0,0.33260530316463904,0.33260530316463904,0.667394696835361
2023-10-05,P0016,S003,180,15.0,180.18551489140876,180.18551489140876,-0.18551489140875788
2023-10-05,P0010,S001,81,251.0,81.58875346148368,81.58875346148368,-0.5887534614836767
2023-10-05,P0018,S003,24,151.0,23.666204055634786,23.666204055634786,0.33379594436521387
2023-10-05,P0005,S004,165,182.0,165.23748564734348,165.23748564734348,-0.2374856473434761
2023-10-05,P0014,S002,214,117.0,214.83386172515193,214.83386172515193,-0.8338617251519338
2023-10-05,P0001,S002,144,337.0,143.75425446773954,143.75425446773954,0.24574553226045737
2023-10-05,P0003,S004,20,204.0,19.669116734540353,19.669116734540353,0.3308832654596472
2023-10-05,P0017,S003,57,331.0,56.790797930968736,56.790797930968736,0.2092020690312637
2023-10-05,P0016,S002,75,25.0,75.25763503543058,75.25763503543058,-0.25763503543058164
2023-10-05,P0012,S001,249,238.0,248.4656228342399,248.4656228342399,0.5343771657601053
2023-10-05,P0012,S004,235,266.0,235.41592531790428,235.41592531790428,-0.4159253179042821
2023-10-05,P0011,S002,301,324.0,302.38869094032935,302.38869094032935,-1.3886909403293544
2023-10-05,P0016,S004,39,44.0,39.3721084947948,39.3721084947948,-0.37210849479480146
2023-10-05,P0019,S001,3,257.0,2.565759603856551,2.565759603856551,0.4342403961434491
2023-10-05,P0007,S005,52,87.0,52.167519189837535,52.167519189837535,-0.16751918983753455
2023-10-05,P0002,S004,117,51.0,116.8511841019601,116.8511841019601,0.14881589803989925
2023-10-05,P0001,S004,38,122.0,38.15216931279463,38.15216931279463,-0.15216931279463353
2023-10-05,P0014,S003,78,274.0,78.7890418230249,78.7890418230249,-0.7890418230249026
2023-10-05,P0005,S003,63,43.0,63.43147843272867,63.43147843272867,-0.43147843272866737
2023-10-05,P0020,S005,35,108.0,35.3229989401715,35.3229989401715,-0.32299894017150166
2023-10-05,P0013,S003,34,220.0,33.690870054487874,33.690870054487874,0.3091299455121259
2023-10-05,P0004,S003,149,68.0,148.81775583025012,148.81775583025012,0.1822441697498789
2023-10-05,P0009,S001,279,75.0,279.74212964865734,279.74212964865734,-0.7421296486573397
2023-10-05,P0003,S005,110,98.0,110.26015130101719,110.26015130101719,-0.26015130101718853
2023-10-05,P0014,S005,58,201.0,58.35009556544155,58.35009556544155,-0.3500955654415492
2023-10-05,P0015,S005,25,89.0,24.924058829904553,24.924058829904553,0.07594117009544732
2023-10-05,P0008,S001,33,249.0,32.61409807482167,32.61409807482167,0.3859019251783309
2023-10-05,P0005,S005,177,21.0,177.61308300720333,177.61308300720333,-0.6130830072033291
2023-10-05,P0009,S005,385,36.0,382.31588850633227,382.31588850633227,2.6841114936677286
2023-10-05,P0005,S002,103,177.0,103.42093029508813,103.42093029508813,-0.4209302950881266
2023-10-05,P0016,S005,38,87.0,38.484334324316194,38.484334324316194,-0.48433432431619394
2023-10-05,P0020,S002,71,191.0,70.26044621215485,70.26044621215485,0.7395537878451535
2023-10-05,P0015,S003,414,227.0,411.94241281844677,411.94241281844677,2.057587181553231
2023-10-05,P0012,S005,0,415.0,0.06723167913618648,0.06723167913618648,-0.06723167913618648
2023-10-05,P0009,S004,66,147.0,65.77219804001291,65.77219804001291,0.22780195998709019
2023-10-06,P0004,S002,222,14.0,223.17245001220797,223.17245001220797,-1.1724500122079746
2023-10-06,P0020,S005,482,35.0,482.17367002425766,482.17367002425766,-0.17367002425766032
2023-10-06,P0008,S003,12,93.0,12.780181623533398,12.780181623533398,-0.780181623533398
2023-10-06,P0005,S005,179,177.0,179.6883702021527,179.6883702021527,-0.6883702021526972
2023-10-06,P0009,S003,136,282.0,136.43578384830963,136.43578384830963,-0.4357838483096259
2023-10-06,P0017,S003,133,57.0,132.8349480574915,132.8349480574915,0.16505194250851218
2023-10-06,P0018,S004,105,308.0,104.63521118969356,104.63521118969356,0.36478881030643606
2023-10-06,P0011,S005,34,63.0,34.322644344822415,34.322644344822415,-0.32264434482241455
2023-10-06,P0014,S005,65,58.0,64.34228832428322,64.34228832428322,0.6577116757167829
2023-10-06,P0013,S001,141,410.0,140.77485103026308,140.77485103026308,0.2251489697369209
2023-10-06,P0011,S001,1,99.0,0.8741502844757784,0.8741502844757784,0.12584971552422164
2023-10-06,P0017,S001,122,86.0,121.57724493059197,121.57724493059197,0.42275506940802643
2023-10-06,P0001,S003,172,52.0,172.5360958062149,172.5360958062149,-0.5360958062148882
2023-10-06,P0005,S003,157,63.0,156.57982702085835,156.57982702085835,0.42017297914165397
2023-10-06,P0003,S005,400,110.0,397.9802022107923,397.9802022107923,2.0197977892077006
2023-10-06,P0012,S005,173,0.0,174.43472906285504,174.43472906285504,-1.434729062855041
2023-10-06,P0015,S003,115,414.0,115.50909486948946,115.50909486948946,-0.5090948694894593
2023-10-06,P0016,S005,454,38.0,454.47105691493886,454.47105691493886,-0.47105691493885615
2023-10-06,P0019,S001,10,3.0,10.432273204004604,10.432273204004604,-0.4322732040046038
2023-10-06,P0010,S005,194,52.0,193.42137915664998,193.42137915664998,0.5786208433500235
2023-10-06,P0007,S002,100,175.0,100.12886342946959,100.12886342946959,-0.12886342946958962
2023-10-06,P0008,S005,369,42.0,367.51876273787786,367.51876273787786,1.4812372621221357
2023-10-06,P0005,S001,188,86.0,188.6183975953119,188.6183975953119,-0.6183975953119045
2023-10-06,P0002,S003,70,214.0,70.23288618109636,70.23288618109636,-0.2328861810963616
2023-10-06,P0006,S003,63,218.0,63.41977389590651,63.41977389590651,-0.41977389590650915
2023-10-06,P0018,S003,118,24.0,117.66274775331962,117.66274775331962,0.3372522466803787
2023-10-06,P0010,S002,158,1.0,157.35614317179292,157.35614317179292,0.6438568282070776
2023-10-06,P0012,S004,304,235.0,303.7812242424701,303.7812242424701,0.21877575752989742
2023-10-06,P0016,S002,116,75.0,115.7179798273103,115.7179798273103,0.28202017268969826
2023-10-06,P0003,S004,53,20.0,52.69592962211459,52.69592962211459,0.30407037788540947
2023-10-06,P0001,S004,47,38.0,46.87019477087169,46.87019477087169,0.1298052291283085
2023-10-06,P0008,S004,34,69.0,34.395988923994,34.395988923994,-0.3959889239939969
2023-10-06,P0006,S002,85,236.0,84.88106663735536,84.88106663735536,0.11893336264463983
2023-10-06,P0015,S002,8,117.0,8.895212452668105,8.895212452668105,-0.8952124526681047
2023-10-06,P0018,S005,324,235.0,322.4019498317031,322.4019498317031,1.5980501682968793
2023-10-06,P0015,S004,40,66.0,39.55046120697582,39.55046120697582,0.44953879302418187
2023-10-06,P0007,S003,17,25.0,16.321459721944926,16.321459721944926,0.678540278055074
2023-10-06,P0012,S003,8,174.0,8.67907263619609,8.67907263619609,-0.6790726361960893
2023-10-06,P0018,S002,26,405.0,25.718159673398493,25.718159673398493,0.2818403266015075
2023-10-06,P0020,S003,88,391.0,87.4936118416288,87.4936118416288,0.5063881583711947
2023-10-06,P0003,S001,85,152.0,85.25424409338994,85.25424409338994,-0.2542440933899428
2023-10-06,P0020,S004,199,95.0,199.27096768384743,199.27096768384743,-0.27096768384743086
2023-10-06,P0013,S004,257,34.0,257.0453536817348,257.0453536817348,-0.04535368173480947
2023-10-06,P0011,S004,6,445.0,5.213158321784731,5.213158321784731,0.7868416782152687
2023-10-06,P0006,S001,236,292.0,236.599220641789,236.599220641789,-0.5992206417890031
2023-10-06,P0003,S003,2,82.0,2.511427572856886,2.511427572856886,-0.5114275728568858
2023-10-06,P0004,S001,84,303.0,83.04496342450884,83.04496342450884,0.9550365754911638
2023-10-06,P0010,S003,258,22.0,256.85586876290887,256.85586876290887,1.1441312370911305
2023-10-06,P0017,S005,211,309.0,210.88941683083078,210.88941683083078,0.1105831691692174
2023-10-06,P0013,S005,37,18.0,37.15306508016898,37.15306508016898,-0.1530650801689788
2023-10-06,P0004,S005,21,137.0,20.62025135680415,20.62025135680415,0.37974864319584967
2023-10-06,P0006,S004,120,25.0,119.50681257235816,119.50681257235816,0.49318742764184265
2023-10-06,P0018,S001,120,89.0,119.47097096571511,119.47097096571511,0.5290290342848891
2023-10-06,P0001,S001,415,72.0,418.2425800669024,418.2425800669024,-3.2425800669024056
2023-10-06,P0015,S001,337,206.0,336.2145465936269,336.2145465936269,0.785453406373108
2023-10-06,P0007,S004,382,175.0,384.1646719952159,384.1646719952159,-2.1646719952158833
2023-10-06,P0013,S002,35,131.0,35.7843464763995,35.7843464763995,-0.7843464763994987
2023-10-06,P0007,S001,50,35.0,49.50578807885144,49.50578807885144,0.49421192114856183
2023-10-06,P0015,S005,305,25.0,305.54579082424846,305.54579082424846,-0.5457908242484564
2023-10-06,P0017,S002,135,107.0,135.4051200495173,135.4051200495173,-0.40512004951730773
2023-10-06,P0014,S004,2,135.0,1.988131312237401,1.988131312237401,0.011868687762599084
2023-10-06,P0004,S004,13,31.0,12.881475174948191,12.881475174948191,0.11852482505180895
2023-10-06,P0014,S001,478,289.0,476.73862713063704,476.73862713063704,1.2613728693629582
2023-10-06,P0002,S001,408,70.0,410.3115020862852,410.3115020862852,-2.311502086285202
2023-10-06,P0002,S005,95,95.0,95.11623015952165,95.11623015952165,-0.11623015952164906
2023-10-06,P0012,S002,11,107.0,11.045120398997001,11.045120398997001,-0.04512039899700149
2023-10-06,P0019,S003,11,4.0,11.25558892537848,11.25558892537848,-0.2555889253784809
2023-10-06,P0017,S004,60,67.0,60.58239611465423,60.58239611465423,-0.5823961146542302
2023-10-06,P0008,S002,182,219.0,182.60821517501253,182.60821517501253,-0.608215175012532
2023-10-06,P0016,S001,50,29.0,49.95849225805125,49.95849225805125,0.041507741948748844
2023-10-06,P0006,S005,106,247.0,105.45498765526611,105.45498765526611,0.545012344733891
2023-10-06,P0009,S002,81,161.0,80.33684760988082,80.33684760988082,0.6631523901191798
2023-10-06,P0007,S005,268,52.0,269.41467648445,269.41467648445,-1.4146764844500126
2023-10-06,P0010,S004,2,117.0,1.4038504310978717,1.4038504310978717,0.5961495689021283
2023-10-06,P0005,S002,196,103.0,196.306413278974,196.306413278974,-0.3064132789739915
2023-10-06,P0011,S002,390,301.0,387.24927495208453,387.24927495208453,2.7507250479154663
2023-10-06,P0001,S005,22,35.0,21.024843553070323,21.024843553070323,0.9751564469296774
2023-10-06,P0019,S004,79,81.0,78.2604601525443,78.2604601525443,0.7395398474557027
2023-10-06,P0008,S001,457,33.0,453.58569670679054,453.58569670679054,3.414303293209457
2023-10-06,P0003,S002,84,20.0,83.94699240199746,83.94699240199746,0.05300759800253729
2023-10-06,P0009,S004,18,66.0,17.63277861203216,17.63277861203216,0.36722138796784165
2023-10-06,P0019,S005,43,107.0,43.22393221633433,43.22393221633433,-0.22393221633433313
2023-10-06,P0020,S002,36,71.0,35.98778012832631,35.98778012832631,0.012219871673693206
2023-10-06,P0014,S003,88,78.0,88.23390934907201,88.23390934907201,-0.23390934907200744
2023-10-06,P0009,S005,53,385.0,53.012079322774845,53.012079322774845,-0.012079322774845025
2023-10-06,P0013,S003,4,34.0,3.610139343433613,3.610139343433613,0.38986065656638713
2023-10-06,P0002,S002,24,228.0,23.745988238790456,23.745988238790456,0.2540117612095436
2023-10-06,P0016,S003,16,180.0,16.40215320134562,16.40215320134562,-0.4021532013456195
2023-10-06,P0011,S003,365,174.0,367.37361948638613,367.37361948638613,-2.373619486386133
2023-10-06,P0014,S002,0,214.0,0.0,0.0,0.0
2023-10-06,P0002,S004,44,117.0,44.54884037277762,44.54884037277762,-0.5488403727776188
2023-10-06,P0001,S002,68,144.0,67.9733250006415,67.9733250006415,0.026674999358505147
2023-10-06,P0009,S001,413,279.0,414.34153364809487,414.34153364809487,-1.3415336480948667
2023-10-06,P0020,S001,19,198.0,17.84022165168177,17.84022165168177,1.1597783483182305
2023-10-06,P0019,S002,131,172.0,130.43903872030006,130.43903872030006,0.5609612796999386
2023-10-06,P0012,S001,49,249.0,48.74311994744175,48.74311994744175,0.25688005255825175
2023-10-06,P0010,S001,26,81.0,26.67527083716225,26.67527083716225,-0.6752708371622482
2023-10-06,P0004,S003,287,149.0,286.4753208892615,286.4753208892615,0.5246791107384752
2023-10-06,P0016,S004,88,39.0,87.86265726282527,87.86265726282527,0.137342737174734
2023-10-06,P0005,S004,305,165.0,303.42875072347834,303.42875072347834,1.5712492765216552
2023-10-07,P0005,S002,262,196.0,262.43795270351035,262.43795270351035,-0.4379527035103479
2023-10-07,P0007,S002,301,100.0,299.9853769548568,299.9853769548568,1.0146230451431961
2023-10-07,P0017,S005,29,211.0,29.144625087204012,29.144625087204012,-0.14462508720401246
2023-10-07,P0010,S005,80,194.0,80.34866565227205,80.34866565227205,-0.3486656522720466
2023-10-07,P0010,S004,20,2.0,20.47966234502408,20.47966234502408,-0.47966234502408156
2023-10-07,P0019,S004,199,79.0,198.80348850669523,198.80348850669523,0.1965114933047687
2023-10-07,P0004,S005,266,21.0,265.28645719736363,265.28645719736363,0.7135428026363684
2023-10-07,P0011,S002,140,390.0,139.39120231639117,139.39120231639117,0.6087976836088274
2023-10-07,P0009,S002,186,81.0,186.11679562915367,186.11679562915367,-0.11679562915367114
2023-10-07,P0010,S003,389,258.0,387.23285741656974,387.23285741656974,1.7671425834302568
2023-10-07,P0007,S004,32,382.0,31.761855403535638,31.761855403535638,0.23814459646436248
2023-10-07,P0017,S001,160,122.0,158.6723245467518,158.6723245467518,1.3276754532481903
2023-10-07,P0008,S005,52,369.0,51.72482760990561,51.72482760990561,0.2751723900943901
2023-10-07,P0001,S001,16,415.0,15.955486308048263,15.955486308048263,0.044513691951737044
2023-10-07,P0009,S001,101,413.0,100.51901550950416,100.51901550950416,0.48098449049584246
2023-10-07,P0003,S003,257,2.0,257.90777118750407,257.90777118750407,-0.9077711875040677
2023-10-07,P0002,S002,79,24.0,79.40256722295395,79.40256722295395,-0.4025672229539481
2023-10-07,P0014,S002,230,0.0,230.38278476255041,230.38278476255041,-0.3827847625504148
2023-10-07,P0016,S005,56,454.0,55.998368009971074,55.998368009971074,0.0016319900289261113
2023-10-07,P0004,S001,174,84.0,174.5986897329007,174.5986897329007,-0.5986897329007093
2023-10-07,P0013,S005,68,37.0,67.4519473525068,67.4519473525068,0.5480526474931935
2023-10-07,P0002,S004,35,44.0,35.817151743039496,35.817151743039496,-0.8171517430394957
2023-10-07,P0008,S003,1,12.0,0.6990595612365216,0.6990595612365216,0.3009404387634784
2023-10-07,P0014,S005,2,65.0,1.334205534377119,1.334205534377119,0.6657944656228809
2023-10-07,P0015,S003,1,115.0,1.4467691272533263,1.4467691272533263,-0.4467691272533263
2023-10-07,P0013,S003,24,4.0,24.7200158877734,24.7200158877734,-0.7200158877733998
2023-10-07,P0010,S001,97,26.0,97.87327099644448,97.87327099644448,-0.8732709964444751
2023-10-07,P0003,S005,395,400.0,398.92483718643626,398.92483718643626,-3.924837186436264
2023-10-07,P0005,S001,5,188.0,4.916375805031587,4.916375805031587,0.08362419496841333
2023-10-07,P0020,S005,229,482.0,227.72353466044464,227.72353466044464,1.276465339555358
2023-10-07,P0009,S004,61,18.0,60.89830597139101,60.89830597139101,0.10169402860898913
2023-10-07,P0009,S005,242,53.0,242.67924755081117,242.67924755081117,-0.6792475508111693
2023-10-07,P0020,S002,320,36.0,319.2432358164879,319.2432358164879,0.7567641835120753
2023-10-07,P0001,S004,160,47.0,160.00649409878005,160.00649409878005,-0.006494098780052582
2023-10-07,P0014,S003,435,88.0,436.20017016803246,436.20017016803246,-1.2001701680324572
2023-10-07,P0019,S001,80,10.0,80.20092291755607,80.20092291755607,-0.2009229175560705
2023-10-07,P0008,S004,128,34.0,128.666654403627,128.666654403627,-0.6666544036270068
2023-10-07,P0017,S003,134,133.0,133.6342530242443,133.6342530242443,0.36574697575571236
2023-10-07,P0005,S003,87,157.0,87.06241047853779,87.06241047853779,-0.06241047853778525
2023-10-07,P0003,S004,29,53.0,29.064667052600754,29.064667052600754,-0.064667052600754
2023-10-07,P0006,S002,15,85.0,14.905426145171555,14.905426145171555,0.09457385482844494
2023-10-07,P0011,S005,103,34.0,102.9389743293545,102.9389743293545,0.061025670645506125
2023-10-07,P0015,S002,229,8.0,229.12572912461698,229.12572912461698,-0.12572912461698138
2023-10-07,P0003,S002,43,84.0,43.56605536535726,43.56605536535726,-0.5660553653572578
2023-10-07,P0020,S001,104,19.0,104.01257225385353,104.01257225385353,-0.012572253853534221
2023-10-07,P0008,S001,93,457.0,92.31459587446437,92.31459587446437,0.6854041255356265
2023-10-07,P0001,S005,274,22.0,276.08814465036613,276.08814465036613,-2.0881446503661323
2023-10-07,P0006,S004,107,120.0,107.35062403313157,107.35062403313157,-0.35062403313156665
2023-10-07,P0019,S005,94,43.0,93.86475084731136,93.86475084731136,0.1352491526886439
2023-10-07,P0012,S001,44,49.0,44.30893975103551,44.30893975103551,-0.30893975103550986
2023-10-07,P0018,S001,185,120.0,186.06426159043883,186.06426159043883,-1.0642615904388322
2023-10-07,P0016,S001,64,50.0,63.91415814748217,63.91415814748217,0.08584185251783083
2023-10-07,P0001,S003,47,172.0,47.650915717115154,47.650915717115154,-0.6509157171151543
2023-10-07,P0019,S002,321,131.0,321.5783518447521,321.5783518447521,-0.5783518447520919
2023-10-07,P0007,S003,123,17.0,122.73660875552666,122.73660875552666,0.2633912444733397
2023-10-07,P0004,S004,110,13.0,110.57342124991327,110.57342124991327,-0.5734212499132667
2023-10-07,P0014,S004,361,2.0,362.4390639288752,362.4390639288752,-1.439063928875214
2023-10-07,P0015,S004,163,40.0,162.88106477639516,162.88106477639516,0.11893522360483644
2023-10-07,P0015,S001,127,337.0,126.8863412257469,126.8863412257469,0.11365877425309634
2023-10-07,P0007,S001,58,50.0,57.210445130831005,57.210445130831005,0.7895548691689953
2023-10-07,P0006,S003,37,63.0,36.81472866960895,36.81472866960895,0.18527133039105337
2023-10-07,P0018,S005,9,324.0,8.518736161622863,8.518736161622863,0.4812638383771368
2023-10-07,P0013,S002,78,35.0,78.21234581483039,78.21234581483039,-0.2123458148303854
2023-10-07,P0015,S005,99,305.0,98.60317362506981,98.60317362506981,0.39682637493018547
2023-10-07,P0013,S004,63,257.0,63.59443081427192,63.59443081427192,-0.5944308142719166
2023-10-07,P0016,S004,237,88.0,235.3624148573541,235.3624148573541,1.6375851426458894
2023-10-07,P0018,S004,210,105.0,209.68998862970696,209.68998862970696,0.31001137029304004
2023-10-07,P0006,S005,62,106.0,61.85871595766392,61.85871595766392,0.14128404233608194
2023-10-07,P0010,S002,113,158.0,113.38783481701704,113.38783481701704,-0.3878348170170369
2023-10-07,P0009,S003,117,136.0,117.37505053851054,117.37505053851054,-0.3750505385105356
2023-10-07,P0004,S002,4,222.0,4.997870185386639,4.997870185386639,-0.9978701853866392
2023-10-07,P0018,S003,23,118.0,22.29497217894807,22.29497217894807,0.7050278210519316
2023-10-07,P0013,S001,18,141.0,18.30531835448357,18.30531835448357,-0.30531835448357114
2023-10-07,P0016,S003,144,16.0,143.30660427733125,143.30660427733125,0.6933957226687539
2023-10-07,P0001,S002,205,68.0,205.69189231361176,205.69189231361176,-0.6918923136117598
2023-10-07,P0014,S001,84,478.0,84.07972155754474,84.07972155754474,-0.07972155754474386
2023-10-07,P0017,S002,155,135.0,154.50941525186556,154.50941525186556,0.4905847481344381
2023-10-07,P0002,S005,147,95.0,146.77131775820294,146.77131775820294,0.22868224179705976
2023-10-07,P0005,S004,65,305.0,65.05561402326295,65.05561402326295,-0.0556140232629474
2023-10-07,P0006,S001,114,236.0,113.31091404833197,113.31091404833197,0.6890859516680337
2023-10-07,P0002,S001,61,408.0,61.51700512841089,61.51700512841089,-0.5170051284108865
2023-10-07,P0008,S002,112,182.0,111.8122930660732,111.8122930660732,0.1877069339268047
2023-10-07,P0017,S004,94,60.0,93.86876130553705,93.86876130553705,0.1312386944629509
2023-10-07,P0011,S001,61,1.0,61.31561171519367,61.31561171519367,-0.3156117151936684
2023-10-07,P0011,S004,136,6.0,136.51989764610283,136.51989764610283,-0.5198976461028337
2023-10-07,P0004,S003,59,287.0,58.75259940328213,58.75259940328213,0.24740059671786696
2023-10-07,P0020,S004,115,199.0,115.41647678289237,115.41647678289237,-0.41647678289237433
2023-10-07,P0007,S005,3,268.0,2.6403081426952797,2.6403081426952797,0.3596918573047203
2023-10-07,P0019,S003,101,11.0,100.6966915459754,100.6966915459754,0.30330845402460227
2023-10-07,P0012,S003,23,8.0,22.796320563591415,22.796320563591415,0.203679436408585
2023-10-07,P0012,S002,89,11.0,88.38196227258345,88.38196227258345,0.6180377274165494
2023-10-07,P0005,S005,186,179.0,186.26329889062083,186.26329889062083,-0.2632988906208311
2023-10-07,P0020,S003,281,88.0,280.48684521383757,280.48684521383757,0.5131547861624313
2023-10-07,P0018,S002,181,26.0,180.6453335783359,180.6453335783359,0.354666421664092
2023-10-07,P0012,S004,185,304.0,184.91652792801108,184.91652792801108,0.08347207198892193
2023-10-07,P0002,S003,341,70.0,339.3522724662229,339.3522724662229,1.647727533777072
2023-10-07,P0016,S002,43,116.0,43.04894123315029,43.04894123315029,-0.048941233150287644
2023-10-07,P0012,S005,287,173.0,286.7404693799355,286.7404693799355,0.25953062006448135
2023-10-07,P0011,S003,245,365.0,244.53376556212132,244.53376556212132,0.4662344378786827
2023-10-07,P0003,S001,290,85.0,288.43940596444503,288.43940596444503,1.5605940355549706
2023-10-08,P0016,S003,65,144.0,65.60112634880647,65.60112634880647,-0.6011263488064742
2023-10-08,P0002,S003,46,341.0,45.168766068139995,45.168766068139995,0.8312339318600053
2023-10-08,P0004,S004,67,110.0,66.42245754546332,66.42245754546332,0.5775424545366832
2023-10-08,P0018,S003,374,23.0,371.8924923629637,371.8924923629637,2.107507637036292
2023-10-08,P0020,S002,27,320.0,27.543268435622114,27.543268435622114,-0.5432684356221138
2023-10-08,P0010,S005,9,80.0,8.644306312539687,8.644306312539687,0.35569368746031316
2023-10-08,P0005,S004,141,65.0,140.84299724203586,140.84299724203586,0.1570027579641362
2023-10-08,P0002,S001,135,61.0,135.33529510222957,135.33529510222957,-0.3352951022295656
2023-10-08,P0011,S002,81,140.0,80.4693312449408,80.4693312449408,0.530668755059196
2023-10-08,P0007,S002,140,301.0,139.23919936760245,139.23919936760245,0.7608006323975474
2023-10-08,P0006,S003,26,37.0,25.01424596851113,25.01424596851113,0.9857540314888702
2023-10-08,P0001,S001,24,16.0,23.272996286299247,23.272996286299247,0.7270037137007535
2023-10-08,P0016,S002,111,43.0,110.56021493798771,110.56021493798771,0.43978506201229095
2023-10-08,P0001,S003,131,47.0,130.47062082216445,130.47062082216445,0.5293791778355512
2023-10-08,P0007,S003,198,123.0,197.47501028749284,197.47501028749284,0.5249897125071641
2023-10-08,P0015,S001,95,127.0,95.69814229629439,95.69814229629439,-0.6981422962943924
2023-10-08,P0014,S004,162,361.0,162.2168275777448,162.2168275777448,-0.21682757774479455
2023-10-08,P0018,S005,288,9.0,287.83664255944524,287.83664255944524,0.16335744055476198
2023-10-08,P0013,S002,91,78.0,91.39924242295355,91.39924242295355,-0.3992424229535487
2023-10-08,P0013,S004,63,63.0,63.60642134343781,63.60642134343781,-0.606421343437809
2023-10-08,P0004,S002,77,4.0,77.5941775649492,77.5941775649492,-0.5941775649492058
2023-10-08,P0013,S001,270,18.0,270.3453169312385,270.3453169312385,-0.3453169312384716
2023-10-08,P0018,S004,68,210.0,67.22453749246804,67.22453749246804,0.7754625075319552
2023-10-08,P0008,S003,276,1.0,276.87070995377246,276.87070995377246,-0.8707099537724616
2023-10-08,P0001,S002,55,205.0,55.0990887912741,55.0990887912741,-0.09908879127409875
2023-10-08,P0002,S005,179,147.0,178.59510997504512,178.59510997504512,0.4048900249548808
2023-10-08,P0017,S002,6,155.0,5.7152807767768685,5.7152807767768685,0.2847192232231315
2023-10-08,P0004,S003,73,59.0,73.85935441154393,73.85935441154393,-0.8593544115439329
2023-10-08,P0005,S005,39,186.0,39.94653627994472,39.94653627994472,-0.9465362799447234
2023-10-08,P0014,S005,66,2.0,65.04245763664773,65.04245763664773,0.9575423633522746
2023-10-08,P0019,S002,6,321.0,6.451014002465032,6.451014002465032,-0.4510140024650324
2023-10-08,P0020,S001,405,104.0,409.47869176207377,409.47869176207377,-4.478691762073765
2023-10-08,P0017,S003,61,134.0,61.51972967250164,61.51972967250164,-0.51972967250164
2023-10-08,P0002,S004,86,35.0,85.79708188930907,85.79708188930907,0.20291811069093058
2023-10-08,P0018,S002,168,181.0,168.2871051693936,168.2871051693936,-0.2871051693936124
2023-10-08,P0007,S005,73,3.0,72.5501081853966,72.5501081853966,0.4498918146034043
2023-10-08,P0011,S003,64,245.0,63.40847668151933,63.40847668151933,0.5915233184806681
2023-10-08,P0011,S004,190,136.0,189.54240333371067,189.54240333371067,0.4575966662893336
2023-10-08,P0003,S005,467,395.0,469.8029312674599,469.8029312674599,-2.8029312674598827
2023-10-08,P0012,S005,131,287.0,130.35902515329798,130.35902515329798,0.6409748467020222
2023-10-08,P0009,S004,135,61.0,135.17863620781918,135.17863620781918,-0.17863620781918144
2023-10-08,P0008,S004,2,128.0,2.7912677515652713,2.7912677515652713,-0.7912677515652713
2023-10-08,P0014,S003,54,435.0,53.13652480768393,53.13652480768393,0.8634751923160735
